row,col,x_die,y_die,raw_q
-40,-32,-32,-40,QY-040X-032
-40,-31,-31,-40,QY-040X-031
-40,-30,-30,-40,QY-040X-030
-40,-29,-29,-40,QY-040X-029
-40,-28,-28,-40,QY-040X-028
-40,-27,-27,-40,QY-040X-027
-40,-26,-26,-40,QY-040X-026
-40,-25,-25,-40,QY-040X-025
-40,-24,-24,-40,QY-040X-024
-40,-23,-23,-40,QY-040X-023
-40,-22,-22,-40,QY-040X-022
-40,-21,-21,-40,QY-040X-021
-40,-20,-20,-40,QY-040X-020
-40,-19,-19,-40,QY-040X-019
-40,-18,-18,-40,QY-040X-018
-40,-17,-17,-40,QY-040X-017
-40,-16,-16,-40,QY-040X-016
-40,-15,-15,-40,QY-040X-015
-40,-14,-14,-40,QY-040X-014
-40,-13,-13,-40,QY-040X-013
-40,-12,-12,-40,QY-040X-012
-40,-11,-11,-40,QY-040X-011
-40,-10,-10,-40,QY-040X-010
-40,-9,-9,-40,QY-040X-009
-40,-8,-8,-40,QY-040X-008
-40,-7,-7,-40,QY-040X-007
-40,-6,-6,-40,QY-040X-006
-40,-5,-5,-40,QY-040X-005
-40,-4,-4,-40,QY-040X-004
-40,-3,-3,-40,QY-040X-003
-40,-2,-2,-40,QY-040X-002
-40,-1,-1,-40,QY-040X-001
-40,0,0,-40,QY-040X0000
-40,1,1,-40,QY-040X0001
-40,2,2,-40,QY-040X0002
-40,3,3,-40,QY-040X0003
-40,4,4,-40,QY-040X0004
-40,5,5,-40,QY-040X0005
-40,6,6,-40,QY-040X0006
-40,7,7,-40,QY-040X0007
-40,8,8,-40,QY-040X0008
-40,9,9,-40,QY-040X0009
-40,10,10,-40,QY-040X0010
-40,11,11,-40,QY-040X0011
-40,12,12,-40,QY-040X0012
-40,13,13,-40,QY-040X0013
-40,14,14,-40,QY-040X0014
-40,15,15,-40,QY-040X0015
-40,16,16,-40,QY-040X0016
-40,17,17,-40,QY-040X0017
-40,18,18,-40,QY-040X0018
-40,19,19,-40,QY-040X0019
-40,20,20,-40,QY-040X0020
-40,21,21,-40,QY-040X0021
-40,22,22,-40,QY-040X0022
-40,23,23,-40,QY-040X0023
-40,24,24,-40,QY-040X0024
-40,25,25,-40,QY-040X0025
-40,26,26,-40,QY-040X0026
-40,27,27,-40,QY-040X0027
-40,28,28,-40,QY-040X0028
-40,29,29,-40,QY-040X0029
-40,30,30,-40,QY-040X0030
-40,31,31,-40,QY-040X0031
-39,31,31,-39,QY-039X0031
-39,30,30,-39,QY-039X0030
-39,29,29,-39,QY-039X0029
-39,28,28,-39,QY-039X0028
-39,27,27,-39,QY-039X0027
-39,26,26,-39,QY-039X0026
-39,25,25,-39,QY-039X0025
-39,24,24,-39,QY-039X0024
-39,23,23,-39,QY-039X0023
-39,22,22,-39,QY-039X0022
-39,21,21,-39,QY-039X0021
-39,20,20,-39,QY-039X0020
-39,19,19,-39,QY-039X0019
-39,18,18,-39,QY-039X0018
-39,17,17,-39,QY-039X0017
-39,16,16,-39,QY-039X0016
-39,15,15,-39,QY-039X0015
-39,14,14,-39,QY-039X0014
-39,13,13,-39,QY-039X0013
-39,12,12,-39,QY-039X0012
-39,11,11,-39,QY-039X0011
